partNumber,series,description
16744,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X08PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16745,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X09PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16746,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X11PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16747,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X12PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16748,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X13PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16749,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X14PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16750,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X16PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16751,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X17PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16752,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X18PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16753,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X19PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16754,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X21PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16755,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X22PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16756,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X23PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16757,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X24PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16758,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X26PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16759,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X27PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16760,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X28PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16761,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X29PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16762,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X30PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16763,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X31PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16764,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X32PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16765,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X33PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16766,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X34PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16767,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X35PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16768,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X36PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16769,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X37PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16770,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X38PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16771,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X39PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16772,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X40PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16773,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X41PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16774,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X42PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16775,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X43PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16776,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X44PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16777,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X45PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16778,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X46PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16779,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X47PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16780,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X48PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16781,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X49PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
21979,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X03PIN  H=2.5MM TL=7.8MM  (3.0+2.5+DIP2.3)  GOLD FLASH  WITHSTAND HIGH TEMPERATURE (BAG)　
21980,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X06PIN  H=2.5MM TL=7.8MM  (3.0+2.5+DIP2.3)  GOLD FLASH  WITHSTAND HIGH TEMPERATURE (BAG)　
21847,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X20PIN (3.0+2.5+DIP2.3) GOLD FLASH WITHSTAND HIGH TEMPERATURE (BAG)　
21864,0106,1.27X1.27 PIN HEADER DIP 180° HEIGHT=2.5MM2X10PIN TL=7.8MM  (3.0+2.5+DIP2.3)  GOLD FLASH  REMOVE PIN#11 12 13 14 17 18 19 20  WITHSTAND HIGH TEMPERATURE (BAG)　
22010,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X07 PIN WITH POST CONTACT=1.8MM GOLD FLASH WITH CAP (TUBE)　
22069,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X08 WITHOUT POST GOLD FLASH WITH CAP TUBE　
22070,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X05 WITHOUT POST GOLD FLASH WITH CAP TUBE　
21643,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X25PIN WITH POST  CONTACT L=1.8MM  GOLD FLASH WITH CAP TUBE　
21644,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X30PIN WITH POST CONTACT L=1.8MM GOLD FLASH WITH CAP TUBE　
16782,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X03PIN WITHOUT POST GOLD FLASH  　
16783,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X04PIN WITHOUT POST GOLD FLASH TUBE　
16784,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X05PIN WITHOUT POST GOLD FLASH TUBE　
16785,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X06PIN WITHOUT POST GOLD FLASH TUBE　
16786,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X07PIN WITHOUT POST GOLD FLASH TUBE　
16787,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X09PIN WITHOUT POST GOLD FLASH TUBE　
16788,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X10PIN WITHOUT POST GOLD FLASH TUBE　
16789,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X11PIN WITHOUT POST GOLD FLASH TUBE　
16790,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X12PIN WITHOUT POST GOLD FLASH TUBE　
16791,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X13PIN WITHOUT POST GOLD FLASH TUBE　
16792,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X14PIN WITHOUT POST GOLD FLASH TUBE　
16793,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X15PIN WITHOUT POST GOLD FLASH TUBE　
16794,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X16PIN WITHOUT POST GOLD FLASH TUBE　
16795,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X17PIN WITHOUT POST GOLD FLASH TUBE　
16796,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X18PIN WITHOUT POST GOLD FLASH TUBE　
16797,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X19PIN WITHOUT POST GOLD FLASH TUBE　
16798,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X21PIN WITHOUT POST GOLD FLASH TUBE　
16799,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X22PIN WITHOUT POST GOLD FLASH TUBE　
16800,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X23PIN WITHOUT POST GOLD FLASH TUBE　
16801,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X24PIN WITHOUT POST GOLD FLASH TUBE　
16802,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X25PIN WITHOUT POST GOLD FLASH TUBE　
16803,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X26PIN WITHOUT POST GOLD FLASH TUBE　
16804,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X27PIN WITHOUT POST GOLD FLASH TUBE　
16805,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X28PIN WITHOUT POST GOLD FLASH TUBE　
16806,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X29PIN WITHOUT POST GOLD FLASH TUBE　
16807,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X30PIN WITHOUT POST GOLD FLASH TUBE　
16808,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X31PIN WITHOUT POST GOLD FLASH TUBE　
16809,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X32PIN WITHOUT POST GOLD FLASH TUBE　
16810,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X33PIN WITHOUT POST GOLD FLASH TUBE　
16811,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X34PIN WITHOUT POST GOLD FLASH TUBE　
16812,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X35PIN WITHOUT POST GOLD FLASH TUBE　
16813,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X36PIN WITHOUT POST GOLD FLASH TUBE　
16814,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X37PIN WITHOUT POST GOLD FLASH TUBE　
16815,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X38PIN WITHOUT POST GOLD FLASH TUBE　
16816,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X39PIN WITHOUT POST GOLD FLASH TUBE　
16817,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X40PIN WITHOUT POST GOLD FLASH TUBE　
16818,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X41PIN WITHOUT POST GOLD FLASH TUBE　
16819,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X42PIN WITHOUT POST GOLD FLASH TUBE　
16820,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X43PIN WITHOUT POST GOLD FLASH TUBE　
16821,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X44PIN WITHOUT POST GOLD FLASH TUBE　
16822,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X45PIN WITHOUT POST GOLD FLASH TUBE　
16823,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X46PIN WITHOUT POST GOLD FLASH TUBE　
16824,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X47PIN WITHOUT POST GOLD FLASH TUBE　
16825,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X48PIN WITHOUT POST GOLD FLASH TUBE　
16826,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X49PIN WITHOUT POST GOLD FLASH TUBE　
16827,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X50PIN WITHOUT POST GOLD FLASH TUBE　
21251,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X05 WITHOUT POST GOLD FLASH  (1 TUBE=90PCS)　
21252,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X20 WITHOUT POST GOLD FLASH  (1 TUBE=22PCS)　
20840,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X30PIN WITHOUT POST GOLD FLASH   WITH CAP TUBE　
00146,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X08PIN WITHOUT POST GOLD FLASH TUBE　
07809,0107,1.27X1.27 PIN HEADER SMT 180° HEIGHT=1.5MM2X20PIN WITHOUT POST GOLD FLASH TUBE　
00152,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X06PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
00153,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X07PIN GOLD FLASH HIGH TEMPERATURE TUBE　
00154,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X10PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
00155,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X15PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
00156,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X20PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
20579,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM1X08 GOLD FLASH WITHSTAND HIGH TEMPERATURE　
20580,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM1X10 GOLD FLASH WITHSTAND HIGH TEMPERATURE　
19372,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM1X06 GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16828,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X17PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
16829,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X21PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
16830,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X26PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
16831,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X27PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
16832,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X28PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
16833,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X29PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
16834,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X31PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
16835,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X32PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
16836,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X33PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
16837,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X34PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
16838,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X35PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
16839,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X36PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
16840,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X37PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
16841,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X38PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
16842,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X39PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
16843,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X40PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
18516,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM1X02PIN  GOLD FLASH   WITHSTAND HIGH TEMPERATURE 　
12069,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X05PIN GOLD FLASH  WITHSTAND HIGH TEMPERATURE TUBE　
12070,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X08PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
12071,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X09PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
12072,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X11PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
12073,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X12PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
12074,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X13PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
12075,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X14PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
12076,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X16PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
12077,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X18PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
12078,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X19PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
12079,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X22PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
12080,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X23PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
12081,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X24PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
12082,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X25PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
12083,0108,1.27X1.27 FEMALE HEADER DIP 180° HEIGHT=3.4MM2X30PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　
11085,0109,2.0 PIN HEADER SPACER TYPE SMT 180°2X04 WITHOUT POST H=8.0MM CONTACT L=8.0MM GOLD FLASH TUBE　
21636,0109,2.0 PIN HEADER SPACER TYPE SMT 180°2X14  H=10MM MM CONTACT L=7.35MM (10+7.35=17.35MM)  GOLD FLASH  WITH CAP  TUBE　
21456,0109,2.0 PIN HEADER SPACER TYPE SMT 180°2X05 H=18.4MM CONTACT L=4.0MM GOLD FLASH  WITH CAP  (1 TUBE=61PCS)　
22160,0109,2.0 PIN HEADER SPACER TYPE SMT 180°2X11 WITHOUT POST H=8.55MM CONTACT L=4.7MM GOLD FLASH  WITH CAP TUBE　
22131,0109,2.0 PIN HEADER SPACER TYPE SMT 180°2X11 WITHOUT POST H=9.25MM CONTACT L=4.0MM GOLD FLASH TUBE　
21873,0109,2.0 PIN HEADER SPACER TYPE SMT 180°2X12 H=4.3MM CONTACT L=3.5MM  INSULATOR H=1.5MM  GOLD FLASH  WITH CAP (TUBE)　
22297,0109,2.0 PIN HEADER SPACER TYPE SMT 180°2X05 H=9.5MM CONTACT L=4.0MM GOLD FLASH  WITH CAP (1 TUBE = 61PCS)　
22015,0110,2.0 PIN HEADER DIP 180°2X05  TL=9.8MM (5.5+1.5+DIP2.8)  GOLD  FLASH  WITHSTAND HIGH TEMPERATURE (BAG)　
21639,0110,2.0 PIN HEADER DIP 180°2X22PIN  TL=17.8MM (13+2+DIP2.8) GOLD FLASH WITHSTAND HIGH TEMPERATURE (BAG)　
07924,0110,2.0 PIN HEADER DIP 180°1X27PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE (BAG)　
08350,0110,2.0 PIN HEADER DIP 180°2X08PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
08417,0110,2.0 PIN HEADER DIP 180°2X08PIN CONTACT+PLASTIC+DIP=3.0MM+1.5MM+3.0MM GOLD PLATED　
00180,0110,2.0 PIN HEADER DIP 180°1X03PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE (BAG)　
00182,0110,2.0 PIN HEADER DIP 180°1X04PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE (BAG)　
00184,0110,2.0 PIN HEADER DIP 180°1X05PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE 　
00185,0110,2.0 PIN HEADER DIP 180°1X06PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE (BAG)　
00188,0110,2.0 PIN HEADER DIP 180°1X07  TL=8.2MM (3.9+1.5+DIP2.8)  GOLD  FLASH  WITHSTAND HIGH TEMPERATURE　
00191,0110,2.0 PIN HEADER DIP 180°1X09  TL=8.2MM (3.9+1.5+DIP2.8)  GOLD  FLASH  WITHSTAND HIGH TEMPERATURE　
00192,0110,2.0 PIN HEADER DIP 180°1X10PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE 　
00193,0110,2.0 PIN HEADER DIP 180°1X10 TL=8.2MM (3.9+1.5+DIP2.8)  GOLD  FLASH  WITHSTAND HIGH TEMPERATURE　
00195,0110,2.0 PIN HEADER DIP 180°1X13PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE 　
00198,0110,2.0 PIN HEADER DIP 180°1X14  TL=8.2MM (3.9+1.5+DIP2.8)  GOLD  FLASH  WITHSTAND HIGH TEMPERATURE　
00203,0110,2.0 PIN HEADER DIP 180°1X20PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE 　
00207,0110,2.0 PIN HEADER DIP 180°1X40PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE 　
00212,0110,2.0 PIN HEADER DIP 180°2X03PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
00213,0110,2.0 PIN HEADER DIP 180°2X04PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE (BAG)　
00215,0110,2.0 PIN HEADER DIP 180°2X05PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
00220,0110,2.0 PIN HEADER DIP 180°2X10PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
00228,0110,2.0 PIN HEADER DIP 180°1X05 TL=8.5MM(4.0+1.5+DIP3.0) GOLD FLASH WITHSTAND HIGH TEMPERATURE (BAG)　
00229,0110,2.0 PIN HEADER DIP 180°2X20PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
00230,0110,2.0 PIN HEADER DIP 180°2X22PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE (BAG)　
00232,0110,2.0 PIN HEADER DIP 180°2X40PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE　
12329,0110,2.0 PIN HEADER DIP 180°1X14   GOLD FLASH WITHSTAND HIGH TEMPERATURE　
16340,0110,2.0 PIN HEADER DIP 180°2X35PIN GOLD FLASH WITHSTAND HIGH TEMPERATURE (BAG)　
15702,0110,2.0 PIN HEADER DIP 180°1X08  TL=8.2MM (3.9+1.5+DIP2.8)  GOLD  FLASH  WITHSTAND HIGH TEMPERATURE　
18514,0110,2.0 PIN HEADER DIP 180°2X05PIN  TL=7.8MM (3.0+2.0+DIP2.8)  GOLD FLASH  WITHSTAND HIGH TEMPERATURE　
19368,0110,2.0 PIN HEADER DIP 180°1X10 TL=8.50(3.7+2.0+DIP2.8) GOLD FLASH WITHSTAND HIGH TEMPERATURE　
20306,0110,2.0 PIN HEADER DIP 180°1X02  WITHSTAND HIGH TEMPERATURE GOLD FLASH　
21078,0110,2.0 PIN HEADER DIP 180°1X14 TL=8.9MM(4.4+1.5+DIP3.0) GOLD FLASH WITHSTAND HIGH TEMPERTURE　
21125,0110,2.0 PIN HEADER DIP 180°1X12 TL=13.5MM(4.0+1.5+DIP8.0) GOLD FLASH WITHSTAND HIGH TEMPERATURE 　
20940,0110,2.0 PIN HEADER DIP 180°1X18 TL=8.4MM(3.5+1.5+DIP3.4) GOLD FLASH WITHSTAND HIGH TEMPERTURE　
20991,0110,2.0 PIN HEADER DIP 180°1X02 TL=19.0MM(8.5+2.0+DIP8.5) GOLD FLASH WITHSTAND HIGH TEMPERATURE (BAG)　
21021,0110,2.0 PIN HEADER DIP 180°1X02 TL=7.8MM(4.0+1.0+DIP2.8) GOLD FLASH WITHSTAND HIGH TEMPERATURE　
21111,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMINSULATOR H=1.5MM  H=2.1MM 2X05 WITHOUT POST  CONTACT L=3.8MM GOLD FLASH WITH CAP TAPE&REEL 700PCS/REEL　
16844,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X03PIN WITHOUT POST GOLD FLASH  BAG PACKED　
16845,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X04PIN WITHOUT POST GOLD FLASH TUBE　
16847,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X06PIN WITHOUT POST GOLD FLASH TUBE　
16848,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X07PIN WITHOUT POST GOLD FLASH TUBE　
16849,01100,1.27X1.27 PIN HEADER SMT 180° HEIGHT=2.0MM / 2.1MM / 2.2MMH=2.0MM 2X08PIN WITHOUT POST GOLD FLASH TUBE　
